             t,          Mass,      FuelMass,       Aileron,      Elevator,        Rudder,        Throttle,         alpha,          beta,             V,             u,             v,             w,             p,             q,             r,           Phi,         Theta,           Psi,         Gamma,             h,             T,             x,             y,             z,         Power,      PowerMax,           rpm
+7.6400000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990727e+000, +0.0000000000e+000, +5.4999997805e+001, +5.4960399749e+001, +0.0000000000e+000, +2.0866762705e+000, +0.0000000000e+000, -2.0141372328e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997661e+000, +0.0000000000e+000, +6.9536111404e-007, +3.0000000055e+003, +6.5066193787e+002, +4.2074999137e+002, +0.0000000000e+000, -3.0000000055e+003, +4.426350652172e+001, +8.389892807784e+001, +5.1109252716e+263
+7.6500000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990728e+000, +0.0000000000e+000, +5.4999997804e+001, +5.4960399747e+001, +0.0000000000e+000, +2.0866762705e+000, +0.0000000000e+000, -2.0186673427e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997641e+000, +0.0000000000e+000, +6.9331177337e-007, +3.0000000055e+003, +6.5066193787e+002, +4.2129999135e+002, +0.0000000000e+000, -3.0000000055e+003, +4.426350652169e+001, +8.389892807777e+001, +5.1109252716e+263
+7.6600000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990728e+000, +0.0000000000e+000, +5.4999997802e+001, +5.4960399746e+001, +0.0000000000e+000, +2.0866762705e+000, +0.0000000000e+000, -2.0231877011e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997620e+000, +0.0000000000e+000, +6.9125797885e-007, +3.0000000055e+003, +6.5066193787e+002, +4.2184999132e+002, +0.0000000000e+000, -3.0000000055e+003, +4.426350652166e+001, +8.389892807770e+001, +5.1109252716e+263
+7.6700000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990728e+000, +0.0000000000e+000, +5.4999997801e+001, +5.4960399744e+001, +0.0000000000e+000, +2.0866762705e+000, +0.0000000000e+000, -2.0276983198e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997600e+000, +0.0000000000e+000, +6.8919974216e-007, +3.0000000055e+003, +6.5066193787e+002, +4.2239999130e+002, +0.0000000000e+000, -3.0000000055e+003, +4.426350652163e+001, +8.389892807763e+001, +5.1109252716e+263
+7.6800000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990729e+000, +0.0000000000e+000, +5.4999997799e+001, +5.4960399743e+001, +0.0000000000e+000, +2.0866762704e+000, +0.0000000000e+000, -2.0321992032e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997580e+000, +0.0000000000e+000, +6.8713707537e-007, +3.0000000055e+003, +6.5066193787e+002, +4.2294999128e+002, +0.0000000000e+000, -3.0000000055e+003, +4.426350652160e+001, +8.389892807756e+001, +5.1109252716e+263
+7.6900000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990729e+000, +0.0000000000e+000, +5.4999997798e+001, +5.4960399741e+001, +0.0000000000e+000, +2.0866762704e+000, +0.0000000000e+000, -2.0366903527e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997560e+000, +0.0000000000e+000, +6.8506998962e-007, +3.0000000055e+003, +6.5066193787e+002, +4.2349999126e+002, +0.0000000000e+000, -3.0000000055e+003, +4.426350652157e+001, +8.389892807750e+001, +5.1109252716e+263
+7.7000000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990730e+000, +0.0000000000e+000, +5.4999997796e+001, +5.4960399740e+001, +0.0000000000e+000, +2.0866762704e+000, +0.0000000000e+000, -2.0411717613e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997539e+000, +0.0000000000e+000, +6.8299849631e-007, +3.0000000055e+003, +6.5066193787e+002, +4.2404999124e+002, +0.0000000000e+000, -3.0000000055e+003, +4.426350652154e+001, +8.389892807743e+001, +5.1109252716e+263
+7.7100000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990730e+000, +0.0000000000e+000, +5.4999997795e+001, +5.4960399738e+001, +0.0000000000e+000, +2.0866762704e+000, +0.0000000000e+000, -2.0456434151e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997519e+000, +0.0000000000e+000, +6.8092260739e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2459999121e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652151e+001, +8.389892807736e+001, +5.1109252716e+263
+7.7200000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990730e+000, +0.0000000000e+000, +5.4999997793e+001, +5.4960399737e+001, +0.0000000000e+000, +2.0866762704e+000, +0.0000000000e+000, -2.0501052986e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997498e+000, +0.0000000000e+000, +6.7884233399e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2514999119e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652148e+001, +8.389892807729e+001, +5.1109252716e+263
+7.7300000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990731e+000, +0.0000000000e+000, +5.4999997792e+001, +5.4960399735e+001, +0.0000000000e+000, +2.0866762703e+000, +0.0000000000e+000, -2.0545573883e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997478e+000, +0.0000000000e+000, +6.7675768774e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2569999117e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652145e+001, +8.389892807722e+001, +5.1109252716e+263
+7.7400000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990731e+000, +0.0000000000e+000, +5.4999997790e+001, +5.4960399734e+001, +0.0000000000e+000, +2.0866762703e+000, +0.0000000000e+000, -2.0589996586e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997457e+000, +0.0000000000e+000, +6.7466867983e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2624999115e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652142e+001, +8.389892807716e+001, +5.1109252716e+263
+7.7500000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990732e+000, +0.0000000000e+000, +5.4999997789e+001, +5.4960399732e+001, +0.0000000000e+000, +2.0866762703e+000, +0.0000000000e+000, -2.0634320765e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997437e+000, +0.0000000000e+000, +6.7257532160e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2679999113e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652139e+001, +8.389892807709e+001, +5.1109252716e+263
+7.7600000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990732e+000, +0.0000000000e+000, +5.4999997787e+001, +5.4960399731e+001, +0.0000000000e+000, +2.0866762703e+000, +0.0000000000e+000, -2.0678546084e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997416e+000, +0.0000000000e+000, +6.7047762453e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2734999110e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652136e+001, +8.389892807702e+001, +5.1109252716e+263
+7.7700000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990732e+000, +0.0000000000e+000, +5.4999997786e+001, +5.4960399729e+001, +0.0000000000e+000, +2.0866762703e+000, +0.0000000000e+000, -2.0722672142e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997395e+000, +0.0000000000e+000, +6.6837559949e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2789999108e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652133e+001, +8.389892807696e+001, +5.1109252716e+263
+7.7800000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990733e+000, +0.0000000000e+000, +5.4999997784e+001, +5.4960399728e+001, +0.0000000000e+000, +2.0866762702e+000, +0.0000000000e+000, -2.0766698522e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997375e+000, +0.0000000000e+000, +6.6626925837e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2844999106e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652130e+001, +8.389892807689e+001, +5.1109252716e+263
+7.7900000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990733e+000, +0.0000000000e+000, +5.4999997783e+001, +5.4960399726e+001, +0.0000000000e+000, +2.0866762702e+000, +0.0000000000e+000, -2.0810624795e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997354e+000, +0.0000000000e+000, +6.6415861156e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2899999104e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652127e+001, +8.389892807682e+001, +5.1109252716e+263
+7.8000000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990733e+000, +0.0000000000e+000, +5.4999997781e+001, +5.4960399725e+001, +0.0000000000e+000, +2.0866762702e+000, +0.0000000000e+000, -2.0854450468e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997333e+000, +0.0000000000e+000, +6.6204367068e-007, +3.0000000056e+003, +6.5066193787e+002, +4.2954999102e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652124e+001, +8.389892807676e+001, +5.1109252716e+263
+7.8100000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990734e+000, +0.0000000000e+000, +5.4999997780e+001, +5.4960399723e+001, +0.0000000000e+000, +2.0866762702e+000, +0.0000000000e+000, -2.0898175038e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997312e+000, +0.0000000000e+000, +6.5992444726e-007, +3.0000000056e+003, +6.5066193787e+002, +4.3009999099e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652121e+001, +8.389892807669e+001, +5.1109252716e+263
+7.8200000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990734e+000, +0.0000000000e+000, +5.4999997778e+001, +5.4960399722e+001, +0.0000000000e+000, +2.0866762702e+000, +0.0000000000e+000, -2.0941797983e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997291e+000, +0.0000000000e+000, +6.5780095206e-007, +3.0000000056e+003, +6.5066193787e+002, +4.3064999097e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652118e+001, +8.389892807663e+001, +5.1109252716e+263
+7.8300000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990735e+000, +0.0000000000e+000, +5.4999997777e+001, +5.4960399720e+001, +0.0000000000e+000, +2.0866762701e+000, +0.0000000000e+000, -2.0985318749e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997270e+000, +0.0000000000e+000, +6.5567319689e-007, +3.0000000056e+003, +6.5066193787e+002, +4.3119999095e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652115e+001, +8.389892807656e+001, +5.1109252716e+263
+7.8400000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990735e+000, +0.0000000000e+000, +5.4999997775e+001, +5.4960399719e+001, +0.0000000000e+000, +2.0866762701e+000, +0.0000000000e+000, -2.1028736789e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997249e+000, +0.0000000000e+000, +6.5354119228e-007, +3.0000000056e+003, +6.5066193787e+002, +4.3174999093e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652113e+001, +8.389892807649e+001, +5.1109252716e+263
+7.8500000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990735e+000, +0.0000000000e+000, +5.4999997774e+001, +5.4960399717e+001, +0.0000000000e+000, +2.0866762701e+000, +0.0000000000e+000, -2.1072051517e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997228e+000, +0.0000000000e+000, +6.5140494965e-007, +3.0000000056e+003, +6.5066193787e+002, +4.3229999090e+002, +0.0000000000e+000, -3.0000000056e+003, +4.426350652110e+001, +8.389892807643e+001, +5.1109252716e+263
+7.8600000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990736e+000, +0.0000000000e+000, +5.4999997772e+001, +5.4960399716e+001, +0.0000000000e+000, +2.0866762701e+000, +0.0000000000e+000, -2.1115262370e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997207e+000, +0.0000000000e+000, +6.4926448007e-007, +3.0000000057e+003, +6.5066193787e+002, +4.3284999088e+002, +0.0000000000e+000, -3.0000000057e+003, +4.426350652107e+001, +8.389892807637e+001, +5.1109252716e+263
+7.8700000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990736e+000, +0.0000000000e+000, +5.4999997771e+001, +5.4960399715e+001, +0.0000000000e+000, +2.0866762701e+000, +0.0000000000e+000, -2.1158368729e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997186e+000, +0.0000000000e+000, +6.4711979464e-007, +3.0000000057e+003, +6.5066193786e+002, +4.3339999086e+002, +0.0000000000e+000, -3.0000000057e+003, +4.426350652104e+001, +8.389892807630e+001, +5.1109252716e+263
+7.8800000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990736e+000, +0.0000000000e+000, +5.4999997769e+001, +5.4960399713e+001, +0.0000000000e+000, +2.0866762700e+000, +0.0000000000e+000, -2.1201370013e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997165e+000, +0.0000000000e+000, +6.4497090455e-007, +3.0000000057e+003, +6.5066193786e+002, +4.3394999084e+002, +0.0000000000e+000, -3.0000000057e+003, +4.426350652101e+001, +8.389892807624e+001, +5.1109252716e+263
+7.8900000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990737e+000, +0.0000000000e+000, +5.4999997768e+001, +5.4960399712e+001, +0.0000000000e+000, +2.0866762700e+000, +0.0000000000e+000, -2.1244265608e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997144e+000, +0.0000000000e+000, +6.4281782122e-007, +3.0000000057e+003, +6.5066193786e+002, +4.3449999081e+002, +0.0000000000e+000, -3.0000000057e+003, +4.426350652098e+001, +8.389892807617e+001, +5.1109252716e+263
+7.9000000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990737e+000, +0.0000000000e+000, +5.4999997767e+001, +5.4960399710e+001, +0.0000000000e+000, +2.0866762700e+000, +0.0000000000e+000, -2.1287054907e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997123e+000, +0.0000000000e+000, +6.4066055538e-007, +3.0000000057e+003, +6.5066193786e+002, +4.3504999079e+002, +0.0000000000e+000, -3.0000000057e+003, +4.426350652096e+001, +8.389892807611e+001, +5.1109252716e+263
+7.9100000000e+000, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990738e+000, +0.0000000000e+000, +5.4999997765e+001, +5.4960399709e+001, +0.0000000000e+000, +2.0866762700e+000, +0.0000000000e+000, -2.1329737311e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742997101e+000, +0.0000000000e+000, +6.3849911852e-007, +3.0000000057e+003, +6.5066193786e+002, +4.3559999077e+002, +0.0000000000e+000, -3.0000000057e+003, +4.426350652093e+001, +8.389892807604e+001, +5.1109252716e+263
